date,kelurahan,city,precipitation_mm,temp_max_c,wind_max_kmh,is_weekend,is_holiday,event_attendance,waste_tons,source
2024-07-23,Gambir,Jakarta Pusat,0.0,32.6,17.0,0,0,13309,1061.1,synthetic_from_weather_and_case_assumptions
2024-07-24,Gambir,Jakarta Pusat,1.3,31.1,12.4,0,0,22455,957.1,synthetic_from_weather_and_case_assumptions
2024-07-25,Gambir,Jakarta Pusat,1.1,30.1,11.8,0,0,19108,988.3,synthetic_from_weather_and_case_assumptions
2024-07-26,Gambir,Jakarta Pusat,0.4,33.3,18.9,0,0,24857,1032.4,synthetic_from_weather_and_case_assumptions
2024-07-27,Gambir,Jakarta Pusat,0.0,34.1,16.4,1,0,21954,1110.4,synthetic_from_weather_and_case_assumptions
2024-07-28,Gambir,Jakarta Pusat,0.5,32.7,10.8,1,0,59589,1047.1,synthetic_from_weather_and_case_assumptions
2024-07-29,Gambir,Jakarta Pusat,0.1,33.4,14.0,0,0,21641,995.4,synthetic_from_weather_and_case_assumptions
2024-07-30,Gambir,Jakarta Pusat,0.0,33.3,11.3,0,0,16865,931.4,synthetic_from_weather_and_case_assumptions
2024-07-31,Gambir,Jakarta Pusat,0.0,34.2,19.1,0,0,18748,927.1,synthetic_from_weather_and_case_assumptions
2024-08-01,Gambir,Jakarta Pusat,1.7,33.2,12.6,0,0,0,1047.9,synthetic_from_weather_and_case_assumptions
2024-08-02,Gambir,Jakarta Pusat,13.7,32.0,11.7,0,0,0,1118.8,synthetic_from_weather_and_case_assumptions
2024-08-03,Gambir,Jakarta Pusat,8.4,33.3,12.7,1,0,0,1049.9,synthetic_from_weather_and_case_assumptions
2024-08-04,Gambir,Jakarta Pusat,0.3,33.1,12.6,1,0,24679,1115.3,synthetic_from_weather_and_case_assumptions
2024-08-05,Gambir,Jakarta Pusat,4.0,32.0,14.5,0,0,0,1025.4,synthetic_from_weather_and_case_assumptions
2024-08-06,Gambir,Jakarta Pusat,0.0,33.7,17.7,0,0,0,948.1,synthetic_from_weather_and_case_assumptions
2024-08-07,Gambir,Jakarta Pusat,0.0,33.5,19.9,0,0,0,1013.5,synthetic_from_weather_and_case_assumptions
2024-08-08,Gambir,Jakarta Pusat,2.4,33.2,10.9,0,0,0,1097.1,synthetic_from_weather_and_case_assumptions
2024-08-09,Gambir,Jakarta Pusat,1.0,33.9,17.1,0,0,0,990.6,synthetic_from_weather_and_case_assumptions
2024-08-10,Gambir,Jakarta Pusat,0.4,33.2,15.9,1,0,0,1132.5,synthetic_from_weather_and_case_assumptions
2024-08-11,Gambir,Jakarta Pusat,2.2,32.0,12.4,1,0,31215,890.6,synthetic_from_weather_and_case_assumptions
2024-08-12,Gambir,Jakarta Pusat,0.0,32.3,16.6,0,0,0,1043.4,synthetic_from_weather_and_case_assumptions
2024-08-13,Gambir,Jakarta Pusat,0.0,33.6,17.9,0,0,0,995.7,synthetic_from_weather_and_case_assumptions
2024-08-14,Gambir,Jakarta Pusat,0.0,33.8,18.8,0,0,0,970.6,synthetic_from_weather_and_case_assumptions
2024-08-15,Gambir,Jakarta Pusat,0.0,34.8,19.2,0,0,0,996.0,synthetic_from_weather_and_case_assumptions
2024-08-16,Gambir,Jakarta Pusat,0.3,34.0,16.6,0,0,0,861.7,synthetic_from_weather_and_case_assumptions
2024-08-17,Gambir,Jakarta Pusat,0.1,33.8,20.6,1,0,85005,1082.9,synthetic_from_weather_and_case_assumptions
2024-08-18,Gambir,Jakarta Pusat,0.5,33.5,14.1,1,0,36043,1082.8,synthetic_from_weather_and_case_assumptions
2024-08-19,Gambir,Jakarta Pusat,0.0,34.0,16.2,0,0,0,1086.1,synthetic_from_weather_and_case_assumptions
2024-08-20,Gambir,Jakarta Pusat,0.0,34.0,16.9,0,0,0,956.3,synthetic_from_weather_and_case_assumptions
2024-08-21,Gambir,Jakarta Pusat,0.7,33.6,16.0,0,0,0,939.5,synthetic_from_weather_and_case_assumptions
2024-08-22,Gambir,Jakarta Pusat,0.3,34.4,17.0,0,0,0,958.3,synthetic_from_weather_and_case_assumptions
2024-08-23,Gambir,Jakarta Pusat,0.0,33.2,16.2,0,0,0,1049.5,synthetic_from_weather_and_case_assumptions
2024-08-24,Gambir,Jakarta Pusat,1.3,33.5,16.6,1,0,0,1054.8,synthetic_from_weather_and_case_assumptions
2024-08-25,Gambir,Jakarta Pusat,0.1,33.6,20.1,1,0,30708,1019.8,synthetic_from_weather_and_case_assumptions
2024-08-26,Gambir,Jakarta Pusat,0.0,35.0,19.6,0,0,0,1023.4,synthetic_from_weather_and_case_assumptions
2024-08-27,Gambir,Jakarta Pusat,0.0,35.5,19.2,0,0,0,996.3,synthetic_from_weather_and_case_assumptions
2024-08-28,Gambir,Jakarta Pusat,0.0,36.2,23.1,0,0,0,1053.0,synthetic_from_weather_and_case_assumptions
2024-08-29,Gambir,Jakarta Pusat,0.3,35.3,20.2,0,0,0,945.3,synthetic_from_weather_and_case_assumptions
2024-08-30,Gambir,Jakarta Pusat,0.0,33.8,17.1,0,0,0,968.7,synthetic_from_weather_and_case_assumptions
2024-08-31,Gambir,Jakarta Pusat,0.0,33.8,18.4,1,0,0,1004.1,synthetic_from_weather_and_case_assumptions
2024-09-01,Gambir,Jakarta Pusat,0.1,34.6,17.3,1,0,50294,974.6,synthetic_from_weather_and_case_assumptions
2024-09-02,Gambir,Jakarta Pusat,4.5,34.5,15.2,0,0,0,1022.6,synthetic_from_weather_and_case_assumptions
2024-09-03,Gambir,Jakarta Pusat,3.8,33.2,15.4,0,0,0,1018.3,synthetic_from_weather_and_case_assumptions
2024-09-04,Gambir,Jakarta Pusat,0.3,34.3,18.7,0,0,0,991.2,synthetic_from_weather_and_case_assumptions
2024-09-05,Gambir,Jakarta Pusat,15.2,33.8,17.3,0,0,0,1019.9,synthetic_from_weather_and_case_assumptions
2024-09-06,Gambir,Jakarta Pusat,1.3,34.0,14.3,0,0,0,901.9,synthetic_from_weather_and_case_assumptions
2024-09-07,Gambir,Jakarta Pusat,0.0,37.5,18.9,1,0,0,1002.3,synthetic_from_weather_and_case_assumptions
2024-09-08,Gambir,Jakarta Pusat,0.5,35.8,20.4,1,0,44867,1044.3,synthetic_from_weather_and_case_assumptions
2024-09-09,Gambir,Jakarta Pusat,11.1,33.5,13.7,0,0,0,970.8,synthetic_from_weather_and_case_assumptions
2024-09-10,Gambir,Jakarta Pusat,19.3,30.8,12.2,0,0,0,1036.8,synthetic_from_weather_and_case_assumptions
2024-09-11,Gambir,Jakarta Pusat,2.2,32.0,13.7,0,0,0,1022.8,synthetic_from_weather_and_case_assumptions
2024-09-12,Gambir,Jakarta Pusat,12.0,32.0,14.4,0,0,0,1148.2,synthetic_from_weather_and_case_assumptions
2024-09-13,Gambir,Jakarta Pusat,0.4,32.5,12.2,0,0,0,1002.5,synthetic_from_weather_and_case_assumptions
2024-09-14,Gambir,Jakarta Pusat,0.0,33.5,10.9,1,0,0,1046.3,synthetic_from_weather_and_case_assumptions
2024-09-15,Gambir,Jakarta Pusat,0.0,33.5,15.1,1,0,37691,1054.6,synthetic_from_weather_and_case_assumptions
2024-09-16,Gambir,Jakarta Pusat,0.0,33.5,12.3,0,0,0,865.3,synthetic_from_weather_and_case_assumptions
2024-09-17,Gambir,Jakarta Pusat,0.0,33.8,14.1,0,0,0,988.3,synthetic_from_weather_and_case_assumptions
2024-09-18,Gambir,Jakarta Pusat,0.0,33.5,18.0,0,0,0,993.9,synthetic_from_weather_and_case_assumptions
2024-09-19,Gambir,Jakarta Pusat,0.0,33.2,13.4,0,0,0,1150.1,synthetic_from_weather_and_case_assumptions
2024-09-20,Gambir,Jakarta Pusat,0.0,33.5,16.0,0,0,0,977.5,synthetic_from_weather_and_case_assumptions
2024-09-21,Gambir,Jakarta Pusat,0.0,33.8,14.8,1,0,0,1049.2,synthetic_from_weather_and_case_assumptions
2024-09-22,Gambir,Jakarta Pusat,1.7,33.1,14.2,1,0,34392,1059.6,synthetic_from_weather_and_case_assumptions
2024-09-23,Gambir,Jakarta Pusat,1.2,33.2,11.7,0,0,0,917.6,synthetic_from_weather_and_case_assumptions
2024-09-24,Gambir,Jakarta Pusat,11.5,31.4,15.0,0,0,0,1098.4,synthetic_from_weather_and_case_assumptions
2024-09-25,Gambir,Jakarta Pusat,5.0,33.0,11.2,0,0,0,1053.7,synthetic_from_weather_and_case_assumptions
2024-09-26,Gambir,Jakarta Pusat,18.1,33.0,11.5,0,0,0,1095.2,synthetic_from_weather_and_case_assumptions
2024-09-27,Gambir,Jakarta Pusat,0.7,33.0,10.4,0,0,0,933.0,synthetic_from_weather_and_case_assumptions
2024-09-28,Gambir,Jakarta Pusat,13.1,31.9,11.2,1,0,0,1159.7,synthetic_from_weather_and_case_assumptions
2024-09-29,Gambir,Jakarta Pusat,3.6,33.2,11.2,1,0,41252,981.8,synthetic_from_weather_and_case_assumptions
2024-09-30,Gambir,Jakarta Pusat,0.4,33.3,13.3,0,0,0,1029.3,synthetic_from_weather_and_case_assumptions
2024-10-01,Gambir,Jakarta Pusat,1.8,33.7,11.5,0,0,0,1137.7,synthetic_from_weather_and_case_assumptions
2024-10-02,Gambir,Jakarta Pusat,0.8,33.3,11.2,0,0,0,928.0,synthetic_from_weather_and_case_assumptions
2024-10-03,Gambir,Jakarta Pusat,7.5,33.2,14.3,0,0,0,975.5,synthetic_from_weather_and_case_assumptions
2024-10-04,Gambir,Jakarta Pusat,21.9,33.8,13.9,0,0,0,1061.5,synthetic_from_weather_and_case_assumptions
2024-10-05,Gambir,Jakarta Pusat,3.0,32.7,12.9,1,0,0,1005.8,synthetic_from_weather_and_case_assumptions
2024-10-06,Gambir,Jakarta Pusat,6.0,32.8,12.3,1,0,23665,965.4,synthetic_from_weather_and_case_assumptions
2024-10-07,Gambir,Jakarta Pusat,0.0,34.5,20.7,0,0,0,994.5,synthetic_from_weather_and_case_assumptions
2024-10-08,Gambir,Jakarta Pusat,0.0,33.9,17.3,0,0,0,921.0,synthetic_from_weather_and_case_assumptions
2024-10-09,Gambir,Jakarta Pusat,2.0,33.8,15.1,0,0,0,1026.7,synthetic_from_weather_and_case_assumptions
2024-10-10,Gambir,Jakarta Pusat,4.8,34.0,16.2,0,0,0,944.5,synthetic_from_weather_and_case_assumptions
2024-10-11,Gambir,Jakarta Pusat,1.7,34.0,14.2,0,0,0,1095.8,synthetic_from_weather_and_case_assumptions
2024-10-12,Gambir,Jakarta Pusat,14.2,32.7,17.4,1,0,0,1020.9,synthetic_from_weather_and_case_assumptions
2024-10-13,Gambir,Jakarta Pusat,13.6,31.0,14.6,1,0,35010,1076.8,synthetic_from_weather_and_case_assumptions
2024-10-14,Gambir,Jakarta Pusat,7.3,33.3,13.8,0,0,0,1064.6,synthetic_from_weather_and_case_assumptions
2024-10-15,Gambir,Jakarta Pusat,1.5,34.5,10.1,0,0,0,914.4,synthetic_from_weather_and_case_assumptions
2024-10-16,Gambir,Jakarta Pusat,0.3,35.1,17.3,0,0,0,1005.7,synthetic_from_weather_and_case_assumptions
2024-10-17,Gambir,Jakarta Pusat,0.0,35.0,12.5,0,0,0,1075.0,synthetic_from_weather_and_case_assumptions
2024-10-18,Gambir,Jakarta Pusat,0.0,33.3,14.7,0,0,0,885.5,synthetic_from_weather_and_case_assumptions
2024-10-19,Gambir,Jakarta Pusat,0.7,33.6,14.6,1,0,0,1043.7,synthetic_from_weather_and_case_assumptions
2024-10-20,Gambir,Jakarta Pusat,0.0,35.4,17.4,1,0,22103,1064.0,synthetic_from_weather_and_case_assumptions
2024-10-21,Gambir,Jakarta Pusat,0.1,34.3,15.4,0,0,0,1041.1,synthetic_from_weather_and_case_assumptions
2024-10-22,Gambir,Jakarta Pusat,0.0,35.3,16.1,0,0,0,909.6,synthetic_from_weather_and_case_assumptions
2024-10-23,Gambir,Jakarta Pusat,2.1,34.3,15.2,0,0,0,910.4,synthetic_from_weather_and_case_assumptions
2024-10-24,Gambir,Jakarta Pusat,9.1,33.9,12.3,0,0,0,1051.0,synthetic_from_weather_and_case_assumptions
2024-10-25,Gambir,Jakarta Pusat,0.4,34.2,15.9,0,0,0,1010.5,synthetic_from_weather_and_case_assumptions
2024-10-26,Gambir,Jakarta Pusat,0.0,35.7,19.8,1,0,0,1045.9,synthetic_from_weather_and_case_assumptions
2024-10-27,Gambir,Jakarta Pusat,0.0,34.3,14.3,1,0,40673,1084.3,synthetic_from_weather_and_case_assumptions
2024-10-28,Gambir,Jakarta Pusat,0.9,35.0,11.6,0,0,0,948.5,synthetic_from_weather_and_case_assumptions
2024-10-29,Gambir,Jakarta Pusat,0.1,35.2,14.5,0,0,0,1005.4,synthetic_from_weather_and_case_assumptions
2024-10-30,Gambir,Jakarta Pusat,3.3,34.8,13.1,0,0,0,1018.9,synthetic_from_weather_and_case_assumptions
2024-10-31,Gambir,Jakarta Pusat,2.8,34.7,14.2,0,0,0,951.9,synthetic_from_weather_and_case_assumptions
2024-11-01,Gambir,Jakarta Pusat,10.5,34.5,15.2,0,0,0,1233.9,synthetic_from_weather_and_case_assumptions
2024-11-02,Gambir,Jakarta Pusat,10.7,33.7,16.6,1,0,0,1179.6,synthetic_from_weather_and_case_assumptions
2024-11-03,Gambir,Jakarta Pusat,12.7,31.7,15.1,1,0,46290,1108.7,synthetic_from_weather_and_case_assumptions
2024-11-04,Gambir,Jakarta Pusat,16.7,31.2,8.8,0,0,0,1168.9,synthetic_from_weather_and_case_assumptions
2024-11-05,Gambir,Jakarta Pusat,13.1,31.9,13.2,0,0,0,1042.8,synthetic_from_weather_and_case_assumptions
2024-11-06,Gambir,Jakarta Pusat,13.3,31.8,15.3,0,0,0,1167.1,synthetic_from_weather_and_case_assumptions
2024-11-07,Gambir,Jakarta Pusat,8.1,32.8,11.7,0,0,0,1176.5,synthetic_from_weather_and_case_assumptions
2024-11-08,Gambir,Jakarta Pusat,0.3,33.0,10.9,0,0,0,1012.6,synthetic_from_weather_and_case_assumptions
2024-11-09,Gambir,Jakarta Pusat,8.2,33.5,12.0,1,0,0,1205.9,synthetic_from_weather_and_case_assumptions
2024-11-10,Gambir,Jakarta Pusat,10.0,33.0,14.1,1,0,37546,1205.1,synthetic_from_weather_and_case_assumptions
2024-11-11,Gambir,Jakarta Pusat,24.5,32.7,12.4,0,0,0,1205.5,synthetic_from_weather_and_case_assumptions
2024-11-12,Gambir,Jakarta Pusat,11.1,31.5,11.4,0,0,0,1238.0,synthetic_from_weather_and_case_assumptions
2024-11-13,Gambir,Jakarta Pusat,10.8,31.6,10.0,0,0,0,1086.6,synthetic_from_weather_and_case_assumptions
2024-11-14,Gambir,Jakarta Pusat,2.4,32.2,7.5,0,0,0,1024.0,synthetic_from_weather_and_case_assumptions
2024-11-15,Gambir,Jakarta Pusat,10.2,31.6,8.6,0,0,0,1039.5,synthetic_from_weather_and_case_assumptions
2024-11-16,Gambir,Jakarta Pusat,8.7,32.6,9.7,1,0,0,1082.6,synthetic_from_weather_and_case_assumptions
2024-11-17,Gambir,Jakarta Pusat,6.7,30.3,8.7,1,0,24337,1148.9,synthetic_from_weather_and_case_assumptions
2024-11-18,Gambir,Jakarta Pusat,10.6,29.8,8.5,0,0,0,1127.1,synthetic_from_weather_and_case_assumptions
2024-11-19,Gambir,Jakarta Pusat,8.9,32.6,5.6,0,0,0,1117.2,synthetic_from_weather_and_case_assumptions
2024-11-20,Gambir,Jakarta Pusat,3.3,32.8,9.7,0,0,0,1137.9,synthetic_from_weather_and_case_assumptions
2024-11-21,Gambir,Jakarta Pusat,5.3,32.6,7.1,0,0,0,1087.1,synthetic_from_weather_and_case_assumptions
2024-11-22,Gambir,Jakarta Pusat,6.5,32.6,10.4,0,0,0,1192.1,synthetic_from_weather_and_case_assumptions
2024-11-23,Gambir,Jakarta Pusat,13.0,32.4,6.2,1,0,0,1135.1,synthetic_from_weather_and_case_assumptions
2024-11-24,Gambir,Jakarta Pusat,11.9,32.8,10.5,1,0,33826,1370.0,synthetic_from_weather_and_case_assumptions
2024-11-25,Gambir,Jakarta Pusat,15.7,33.2,9.9,0,0,0,1163.5,synthetic_from_weather_and_case_assumptions
2024-11-26,Gambir,Jakarta Pusat,2.3,33.0,10.4,0,0,0,1016.4,synthetic_from_weather_and_case_assumptions
2024-11-27,Gambir,Jakarta Pusat,6.9,31.8,8.3,0,0,0,1016.2,synthetic_from_weather_and_case_assumptions
2024-11-28,Gambir,Jakarta Pusat,0.7,32.4,11.1,0,0,0,1105.3,synthetic_from_weather_and_case_assumptions
2024-11-29,Gambir,Jakarta Pusat,0.5,33.0,14.3,0,0,0,1055.1,synthetic_from_weather_and_case_assumptions
2024-11-30,Gambir,Jakarta Pusat,3.9,33.8,13.0,1,0,0,1174.6,synthetic_from_weather_and_case_assumptions
2024-12-01,Gambir,Jakarta Pusat,16.3,34.8,12.7,1,0,40622,1232.2,synthetic_from_weather_and_case_assumptions
2024-12-02,Gambir,Jakarta Pusat,7.1,32.8,18.7,0,0,0,1086.9,synthetic_from_weather_and_case_assumptions
2024-12-03,Gambir,Jakarta Pusat,13.3,29.0,15.3,0,0,0,1052.4,synthetic_from_weather_and_case_assumptions
2024-12-04,Gambir,Jakarta Pusat,15.9,27.1,12.9,0,0,0,1013.9,synthetic_from_weather_and_case_assumptions
2024-12-05,Gambir,Jakarta Pusat,12.6,29.1,13.2,0,0,0,1078.3,synthetic_from_weather_and_case_assumptions
2024-12-06,Gambir,Jakarta Pusat,11.0,27.1,10.1,0,0,0,1164.6,synthetic_from_weather_and_case_assumptions
2024-12-07,Gambir,Jakarta Pusat,14.6,29.8,6.5,1,0,0,1173.8,synthetic_from_weather_and_case_assumptions
2024-12-08,Gambir,Jakarta Pusat,19.6,30.2,9.7,1,0,33934,1116.4,synthetic_from_weather_and_case_assumptions
2024-12-09,Gambir,Jakarta Pusat,18.0,30.3,9.3,0,0,0,1139.1,synthetic_from_weather_and_case_assumptions
2024-12-10,Gambir,Jakarta Pusat,6.8,30.8,15.5,0,0,0,1118.1,synthetic_from_weather_and_case_assumptions
2024-12-11,Gambir,Jakarta Pusat,8.7,31.4,14.2,0,0,0,1035.1,synthetic_from_weather_and_case_assumptions
2024-12-12,Gambir,Jakarta Pusat,1.9,32.4,17.0,0,0,0,1086.1,synthetic_from_weather_and_case_assumptions
2024-12-13,Gambir,Jakarta Pusat,3.2,32.3,16.8,0,0,0,1083.6,synthetic_from_weather_and_case_assumptions
2024-12-14,Gambir,Jakarta Pusat,9.5,31.3,14.0,1,0,0,1062.2,synthetic_from_weather_and_case_assumptions
2024-12-15,Gambir,Jakarta Pusat,21.6,28.0,11.0,1,0,52717,1251.5,synthetic_from_weather_and_case_assumptions
2024-12-16,Gambir,Jakarta Pusat,12.6,30.2,11.8,0,0,0,1149.0,synthetic_from_weather_and_case_assumptions
2024-12-17,Gambir,Jakarta Pusat,12.3,30.2,10.4,0,0,0,1184.7,synthetic_from_weather_and_case_assumptions
2024-12-18,Gambir,Jakarta Pusat,3.7,31.6,18.6,0,0,0,1155.0,synthetic_from_weather_and_case_assumptions
2024-12-19,Gambir,Jakarta Pusat,22.7,30.0,12.8,0,0,0,1045.3,synthetic_from_weather_and_case_assumptions
2024-12-20,Gambir,Jakarta Pusat,12.9,30.4,11.1,0,0,55928,1092.6,synthetic_from_weather_and_case_assumptions
2024-12-21,Gambir,Jakarta Pusat,19.1,29.8,13.0,1,0,87978,1284.6,synthetic_from_weather_and_case_assumptions
2024-12-22,Gambir,Jakarta Pusat,4.3,30.0,9.8,1,0,140006,1281.6,synthetic_from_weather_and_case_assumptions
2024-12-23,Gambir,Jakarta Pusat,12.1,30.0,10.5,0,0,39363,1177.8,synthetic_from_weather_and_case_assumptions
2024-12-24,Gambir,Jakarta Pusat,25.4,28.4,8.3,0,0,47359,1461.6,synthetic_from_weather_and_case_assumptions
2024-12-25,Gambir,Jakarta Pusat,14.5,29.6,9.6,0,0,39150,1189.3,synthetic_from_weather_and_case_assumptions
2024-12-26,Gambir,Jakarta Pusat,1.6,30.1,13.3,0,0,46162,1193.5,synthetic_from_weather_and_case_assumptions
2024-12-27,Gambir,Jakarta Pusat,1.3,32.1,9.7,0,0,78823,1207.8,synthetic_from_weather_and_case_assumptions
2024-12-28,Gambir,Jakarta Pusat,0.2,33.2,12.8,1,0,66789,1215.5,synthetic_from_weather_and_case_assumptions
2024-12-29,Gambir,Jakarta Pusat,1.9,32.0,10.1,1,0,102541,1183.6,synthetic_from_weather_and_case_assumptions
2024-12-30,Gambir,Jakarta Pusat,4.2,30.2,14.6,0,0,78956,1203.5,synthetic_from_weather_and_case_assumptions
